"<relative-time class=""no-wrap"" datetime=""2018-01-12T05:53:07Z"">Jan 12, 2018</relative-time>","This feature will be available in todays insider release. You can give our preview releases a try from: <a href=""https://code.visualstudio.com/insiders/"" rel=""nofollow"">https://code.visualstudio.com/insiders/<a href=""https://user-images.githubusercontent.com/900690/34874324-e7d8a818-f798-11e7-9332-93f5edaa82c3.gif"" rel=""noopener noreferrer"" target=""_blank""><img alt=""flicker_chrome58"" src=""https://user-images.githubusercontent.com/900690/34874324-e7d8a818-f798-11e7-9332-93f5edaa82c3.gif"" style=""max-width:100%;""/>","['https://code.visualstudio.com/insiders/', 'https://code.visualstudio.com/insiders/']"
"['Dec 4, 2015']",It would be good to be able to move/copy/delete/etc. multiple files in the tree view at once using combinations such as:Mouseshift+left click:  Select all items from the currently focused item to the clicked itemctrl+left click: Add the clicked item to the selectionKeyboardshift+↑: Add the item above the focused item to the selection (or reduce the selection)shift+↓: Add the item below the focused item to the selection (or reduce the selection)ctrl+↑: Move the focus up without selecting the itemctrl+↓: Move the focus down without selecting the itemctrl+space: Add/remove the focused item from the selection,
"['Dec 16, 2015']","+1 - was just trying to delete multiple files as in WebStorm, found I couldn't do it .",
"['Jan 7, 2016']","Hey I just wanted to do a +1 on this one, this would be a really useful addition!",
"['Jan 26, 2016']",+1,
"['Feb 6, 2016']","+1I don't like having to right click and and do ""Open Containing Folder"" and then doing what I want there.",
"['Feb 11, 2016']",,
"['Feb 20, 2016']", +1,
"['Feb 29, 2016']",this is important especially when needing to restructure an app by moving multiple files into other folder locations or deleting many files at once. we tend to do this often when in the early stages of web app development.,
"['Mar 14, 2016']",+1,
"['Apr 15, 2016']",+1,
"['Apr 16, 2016']",+1,
"['May 9, 2016']",,
"['May 15, 2016']",,
"['Jun 6, 2016']",I updated the issue with more detail and additional desired keybindings.,
"['Jul 22, 2016']",,
"['Dec 11, 2017']","Any update here? Most of VS Code is designed with the goal of increasing user efficiency and development speed. The lack of a multi-select feature slows down the workflow and seems contradictory to the overall ambition of the editor.I am crossing my fingers for an imminent update which includes that feature.Otherwise, the editor is great.PS: The docs around launch configurations and tasks are slightly messy and could use some clean-up work. I spent two days trying to understand how to debug transpiled ES6 code. It is possible that I am a bit slow, but it should not be that hard to understand.Thanks again for a great editor.",
"['Dec 11, 2017']",@serioth the only update is that it's planned in the 6 month roadmap https://github.com/Microsoft/vscode/wiki/Roadmap,"['https://github.com/serioth', 'https://github.com/Microsoft/vscode/wiki/Roadmap', 'https://github.com/Microsoft/vscode/wiki/Roadmap']"
"['Dec 12, 2017']",such a long fuss about a simple thing!!!! come on!!!!!! implement it now!!!!!! geez,
"['Dec 14, 2017']",s this feature still not supported?,
"['Dec 14, 2017']",why？？？,
"['Dec 14, 2017']",wtf this is incredible...,
"['Dec 15, 2017']","Really? This is the first thing you implement in an editor, to make it an editor. 2 years and no action? Before doing live code sharing and such fancy things, didn't you think about prioritising this thing?",
"['Dec 20, 2017']",+1,
"['Dec 23, 2017']",It's Dec 23 2017 now. 750 days passed.,
"['Dec 24, 2017']",I just started using vscode yesterday and today found myself looking for a way to select multiple files to copy them to a different sub-folder.,
"['Dec 25, 2017']","As far as I can say from the previous example, this comment will be downvoted.Anyways, the same story. The first day, first 10 minutes after WebStorm. Started to look for this feature. Found this thread... Added +1 to the main issue description...",
"['Dec 27, 2017']","As far as I can say from the previous example, this comment will be downvoted.Everyone who contributed to this issue is being informed that another comment was added. Noone needs +1 posts.Did you upvote the issue?",
"['Dec 27, 2017']",Yes.Added +1 to the main issue description.Thanks!,
"['Dec 30, 2017']",+1,
"['Jan 11, 2018']",Just spent 10 mins trying to figure out how to select multiple files to upload... then I found out I can't. It would be really useful to do this as well as such a time saver.Say you had to upload / delete 20 files? I wouldn't wanna select them 1 by 1. Not very productive or efficient.,
"['Jan 11, 2018']",eyyyyyy  ,
"['Jan 11, 2018']",Okay.... we have a merged PR.  Anyone know how to do it?,
"['Jan 12, 2018']",This feature will be available in todays insider release. You can give our preview releases a try from: https://code.visualstudio.com/insiders/,"['https://code.visualstudio.com/insiders/', 'https://code.visualstudio.com/insiders/']"
"['Dec 4, 2015']",It would be good to be able to move/copy/delete/etc. multiple files in the tree view at once using combinations such as:Mouseshift+left click:  Select all items from the currently focused item to the clicked itemctrl+left click: Add the clicked item to the selectionKeyboardshift+↑: Add the item above the focused item to the selection (or reduce the selection)shift+↓: Add the item below the focused item to the selection (or reduce the selection)ctrl+↑: Move the focus up without selecting the itemctrl+↓: Move the focus down without selecting the itemctrl+space: Add/remove the focused item from the selection,
"['Dec 16, 2015']","+1 - was just trying to delete multiple files as in WebStorm, found I couldn't do it .",
"['Jan 7, 2016']","Hey I just wanted to do a +1 on this one, this would be a really useful addition!",
"['Jan 26, 2016']",+1,
"['Feb 6, 2016']","+1I don't like having to right click and and do ""Open Containing Folder"" and then doing what I want there.",
"['Feb 11, 2016']",,
"['Feb 20, 2016']", +1,
"['Feb 29, 2016']",this is important especially when needing to restructure an app by moving multiple files into other folder locations or deleting many files at once. we tend to do this often when in the early stages of web app development.,
"['Mar 14, 2016']",+1,
"['Apr 15, 2016']",+1,
"['Apr 16, 2016']",+1,
"['May 9, 2016']",,
"['May 15, 2016']",,
"['Jun 6, 2016']",I updated the issue with more detail and additional desired keybindings.,
"['Jul 22, 2016']",,
"['Dec 11, 2017']","Any update here? Most of VS Code is designed with the goal of increasing user efficiency and development speed. The lack of a multi-select feature slows down the workflow and seems contradictory to the overall ambition of the editor.I am crossing my fingers for an imminent update which includes that feature.Otherwise, the editor is great.PS: The docs around launch configurations and tasks are slightly messy and could use some clean-up work. I spent two days trying to understand how to debug transpiled ES6 code. It is possible that I am a bit slow, but it should not be that hard to understand.Thanks again for a great editor.",
"['Dec 11, 2017']",@serioth the only update is that it's planned in the 6 month roadmap https://github.com/Microsoft/vscode/wiki/Roadmap,"['https://github.com/serioth', 'https://github.com/Microsoft/vscode/wiki/Roadmap', 'https://github.com/Microsoft/vscode/wiki/Roadmap']"
"['Dec 12, 2017']",such a long fuss about a simple thing!!!! come on!!!!!! implement it now!!!!!! geez,
"['Dec 14, 2017']",s this feature still not supported?,
"['Dec 14, 2017']",why？？？,
"['Dec 14, 2017']",wtf this is incredible...,
"['Dec 15, 2017']","Really? This is the first thing you implement in an editor, to make it an editor. 2 years and no action? Before doing live code sharing and such fancy things, didn't you think about prioritising this thing?",
"['Dec 20, 2017']",+1,
"['Dec 23, 2017']",It's Dec 23 2017 now. 750 days passed.,
"['Dec 24, 2017']",I just started using vscode yesterday and today found myself looking for a way to select multiple files to copy them to a different sub-folder.,
"['Dec 25, 2017']","As far as I can say from the previous example, this comment will be downvoted.Anyways, the same story. The first day, first 10 minutes after WebStorm. Started to look for this feature. Found this thread... Added +1 to the main issue description...",
"['Dec 27, 2017']","As far as I can say from the previous example, this comment will be downvoted.Everyone who contributed to this issue is being informed that another comment was added. Noone needs +1 posts.Did you upvote the issue?",
"['Dec 27, 2017']",Yes.Added +1 to the main issue description.Thanks!,
"['Dec 30, 2017']",+1,
"['Jan 11, 2018']",Just spent 10 mins trying to figure out how to select multiple files to upload... then I found out I can't. It would be really useful to do this as well as such a time saver.Say you had to upload / delete 20 files? I wouldn't wanna select them 1 by 1. Not very productive or efficient.,
"['Jan 11, 2018']",eyyyyyy  ,
"['Jan 11, 2018']",Okay.... we have a merged PR.  Anyone know how to do it?,
"['Jan 12, 2018']",This feature will be available in todays insider release. You can give our preview releases a try from: https://code.visualstudio.com/insiders/,"['https://code.visualstudio.com/insiders/', 'https://code.visualstudio.com/insiders/']"
"['Dec 4, 2015']",It would be good to be able to move/copy/delete/etc. multiple files in the tree view at once using combinations such as:Mouseshift+left click:  Select all items from the currently focused item to the clicked itemctrl+left click: Add the clicked item to the selectionKeyboardshift+↑: Add the item above the focused item to the selection (or reduce the selection)shift+↓: Add the item below the focused item to the selection (or reduce the selection)ctrl+↑: Move the focus up without selecting the itemctrl+↓: Move the focus down without selecting the itemctrl+space: Add/remove the focused item from the selection,
"['Dec 16, 2015']","+1 - was just trying to delete multiple files as in WebStorm, found I couldn't do it .",
"['Jan 7, 2016']","Hey I just wanted to do a +1 on this one, this would be a really useful addition!",
"['Jan 26, 2016']",+1,
"['Feb 6, 2016']","+1I don't like having to right click and and do ""Open Containing Folder"" and then doing what I want there.",
"['Feb 11, 2016']",,
"['Feb 20, 2016']", +1,
"['Feb 29, 2016']",this is important especially when needing to restructure an app by moving multiple files into other folder locations or deleting many files at once. we tend to do this often when in the early stages of web app development.,
"['Mar 14, 2016']",+1,
"['Apr 15, 2016']",+1,
"['Apr 16, 2016']",+1,
"['May 9, 2016']",,
"['May 15, 2016']",,
"['Jun 6, 2016']",I updated the issue with more detail and additional desired keybindings.,
"['Jul 22, 2016']",,
"['Dec 11, 2017']","Any update here? Most of VS Code is designed with the goal of increasing user efficiency and development speed. The lack of a multi-select feature slows down the workflow and seems contradictory to the overall ambition of the editor.I am crossing my fingers for an imminent update which includes that feature.Otherwise, the editor is great.PS: The docs around launch configurations and tasks are slightly messy and could use some clean-up work. I spent two days trying to understand how to debug transpiled ES6 code. It is possible that I am a bit slow, but it should not be that hard to understand.Thanks again for a great editor.",
"['Dec 11, 2017']",@serioth the only update is that it's planned in the 6 month roadmap https://github.com/Microsoft/vscode/wiki/Roadmap,"['https://github.com/serioth', 'https://github.com/Microsoft/vscode/wiki/Roadmap', 'https://github.com/Microsoft/vscode/wiki/Roadmap']"
"['Dec 12, 2017']",such a long fuss about a simple thing!!!! come on!!!!!! implement it now!!!!!! geez,
"['Dec 14, 2017']",s this feature still not supported?,
"['Dec 14, 2017']",why？？？,
"['Dec 14, 2017']",wtf this is incredible...,
"['Dec 15, 2017']","Really? This is the first thing you implement in an editor, to make it an editor. 2 years and no action? Before doing live code sharing and such fancy things, didn't you think about prioritising this thing?",
"['Dec 20, 2017']",+1,
"['Dec 23, 2017']",It's Dec 23 2017 now. 750 days passed.,
"['Dec 24, 2017']",I just started using vscode yesterday and today found myself looking for a way to select multiple files to copy them to a different sub-folder.,
"['Dec 25, 2017']","As far as I can say from the previous example, this comment will be downvoted.Anyways, the same story. The first day, first 10 minutes after WebStorm. Started to look for this feature. Found this thread... Added +1 to the main issue description...",
"['Dec 27, 2017']","As far as I can say from the previous example, this comment will be downvoted.Everyone who contributed to this issue is being informed that another comment was added. Noone needs +1 posts.Did you upvote the issue?",
"['Dec 27, 2017']",Yes.Added +1 to the main issue description.Thanks!,
"['Dec 30, 2017']",+1,
"['Jan 11, 2018']",Just spent 10 mins trying to figure out how to select multiple files to upload... then I found out I can't. It would be really useful to do this as well as such a time saver.Say you had to upload / delete 20 files? I wouldn't wanna select them 1 by 1. Not very productive or efficient.,
"['Jan 11, 2018']",eyyyyyy  ,
"['Jan 11, 2018']",Okay.... we have a merged PR.  Anyone know how to do it?,
"['Jan 12, 2018']",This feature will be available in todays insider release. You can give our preview releases a try from: https://code.visualstudio.com/insiders/,"['https://code.visualstudio.com/insiders/', 'https://code.visualstudio.com/insiders/']"
